MONTH,CLOSE,VALUE,CAPITALIZATION,INFECTIONS
2018-01-01,-1.1265140434621732,-0.9642947879997192,-0.7848423980491295,-0.6742206424213533
2018-02-01,-1.110395605702877,-0.7197332006918766,-0.7741943362152589,-0.6742206424213533
2018-03-01,-1.0868822738168655,-0.9775622590473304,-0.7888240086147826,-0.6742206424213533
2018-04-01,-1.175739281185214,-0.31639475384581234,-0.873917406807985,-0.6742206424213533
2018-05-01,-1.0420613676681842,-1.0555729900179966,-0.7875512650717177,-0.6742206424213533
2018-06-01,-1.1215161970542038,-1.1293660944433574,-0.8382933622500693,-0.6742206424213533
2018-07-01,-1.045762192979825,-1.1626556262090406,-0.7878168288472257,-0.6742206424213533
2018-08-01,-1.0720306764299374,-1.0306860074725526,-0.8067780600489759,-0.6742206424213533
2018-09-01,-0.92293740341511,-0.8485159575561324,-0.7344201180459127,-0.6742206424213533
2018-10-01,-0.9136785128046124,-0.8366683882983155,-0.7349525756831453,-0.6742206424213533
2018-11-01,-0.9290092519490588,-0.8717743593482178,-0.7447456805941524,-0.6742206424213533
2018-12-01,-0.9388209293145336,-1.1827323052926548,-0.7755290141697427,-0.6742206424213533
2019-01-01,-0.7942828276238652,-1.1234198811095208,-0.7361416713036969,-0.6742206424213533
2019-02-01,-0.7205186719101178,-1.0797541144151477,-0.6903640775099845,-0.6742206424213533
2019-03-01,-0.7439953978001859,-1.0782104057800648,-0.7424524142610179,-0.6742206424213533
2019-04-01,-0.6166140163885416,-0.9669930980577796,-0.7540290352249868,-0.6742206424213533
2019-05-01,-0.5591307565390443,-0.7097830273113167,-0.7200136448897813,-0.6742206424213533
2019-06-01,-0.2862768373437218,-0.5130189973330438,-0.6131525508253283,-0.6742206424213533
2019-07-01,-0.2674959555812085,-0.8279138360284338,-0.7198824476642685,-0.6742206424213533
2019-08-01,-0.4165729665102125,-0.7790856124607057,-0.802729073934408,-0.6742206424213533
2019-09-01,-0.2158055418313997,-0.6869403531721232,-0.6385948473364351,-0.6742206424213533
2019-10-01,-0.2428953994820817,-0.5527763202580174,-0.5482048826307623,-0.6742206424213533
2019-11-01,0.056315572183921726,-0.27300908273920044,-0.3721049546695373,-0.6742206424213533
2019-12-01,0.12018550811202715,-0.6518950461695521,-0.3493190682971069,-0.6742206424213533
2020-01-01,0.3828162691356176,0.0036792824177058468,-0.22582237913322206,-0.6742139214252726
2020-02-01,0.2605898537265229,0.441434320546126,-0.2967272613195731,-0.6742206424213533
2020-03-01,-0.7827657420180175,2.523487926542915,-0.8610601705141476,-0.6663738794970792
2020-04-01,-0.5634870514083712,0.7946260012859341,-0.6594039069187719,-0.3241878060379204
2020-05-01,-0.3988478780082832,0.4204174777804541,-0.5596668300090863,0.3317276434745071
2020-06-01,-0.25440840388272673,0.6064602822397287,-0.4180695035422064,0.13594838814033772
2020-07-01,-0.15629052926156445,-0.21872511062754296,-0.2548358866911918,-0.030577731752372925
2020-08-01,0.16722931428899854,0.3263640649870457,-0.04843015135283029,-0.1569022135880852
2020-09-01,0.017352352178448372,0.43511188594520056,0.026708108555026342,-0.07471787351269002
2020-10-01,-0.17845365943813818,-0.02096364150803643,0.1345017284275463,0.7891687182243851
2020-11-01,0.17720417516714967,1.4616145464142392,0.3908232823422785,1.5762007197780987
2020-12-01,0.5540162113256667,0.9116527553268132,0.7556167145789073,2.186944354631814
2021-01-01,0.8666503132860803,1.1758581265816055,1.1269608515615626,1.6142818835716208
2021-02-01,0.8592296663941655,0.8848466403957298,1.121313457537948,0.6365483392227435
2021-03-01,0.9901446652531576,1.1458545159211737,1.2202448365945835,0.3199289348547528
2021-04-01,1.1115782916996593,0.8429824909873108,1.311620378796322,0.18781767539351585
2021-05-01,1.3088948555324669,0.7981039816089044,1.4617362574914323,0.20877374117329028
2021-06-01,1.5751962235336974,0.6530492618555102,1.6757879050520146,0.7912320640211749
2021-07-01,1.5476941202103072,0.2525811918219651,1.6712862611156896,1.7979465434702406
2021-08-01,1.6545682737729859,0.11731787660891425,1.7530479392802587,1.4612011163384482
2021-09-01,1.9358688737083969,1.1878093214626904,1.928925361869664,1.2762359436982034
2021-10-01,2.2713261240338185,1.7367440829307876,2.1344875085228154,2.6085826832595442
2021-11-01,2.0106995690249527,1.941174608340795,1.93831997887723,2.9909267083011764
2021-12-01,1.8156291382419627,1.917274615191928,1.7914892418231592,-0.13097597120659707
